ClusteringMethod	ComputationTime	K_LB	K	CCI	NHO	ATD	DMT
36	289	-1	0	0	0	0	-90.53998 38.72773,-90.539616 38.727577,-90.536045 38.727338,-90.535845 38.727339,-90.535802 38.725291,-90.533806 38.7256,-90.533656 38.725623,-90.53094 38.726046,-90.530303 38.726144000000005,-90.527365 38.726607,-90.526036 38.726848000000004,-90.524412 38.727141,-90.522931 38.727438,-90.522531 38.727515,-90.521409 38.727745,-90.521198 38.727793,-90.520715 38.727866,-90.519542 38.728091,-90.518757 38.728241,-90.518135 38.728361,-90.517746 38.72844,-90.516839 38.728627,-90.516376 38.728722000000005,-90.515225 38.72896,-90.514459 38.729108,-90.513874 38.729212000000004,-90.512221 38.72949,-90.511688 38.729566,-90.511442 38.729585,-90.510358 38.729747,-90.509734 38.729839,-90.508793 38.729971,-90.508567 38.730074,-90.507567 38.730288,-90.505723 38.730529000000004,-90.505359 38.730568000000005,-90.504432 38.730681000000004,-90.50408 38.730728,-90.503111 38.730852999999996,-90.50218 38.730982,-90.502062 38.730998,-90.501325 38.731103000000004,-90.500182 38.731314,-90.499809 38.731370999999996,-90.498851 38.731516,-90.49798 38.731637,-90.497064 38.731774,-90.494556 38.732183,-90.493952 38.732301,-90.490928 38.732969,-90.490417 38.733083,-90.489727 38.73323,-90.488062 38.733598,-90.482308 38.734789,-90.48173 38.734893,-90.48132 38.73496,-90.480693 38.735056,-90.480507 38.735085999999995,-90.478829 38.735338,-90.478096 38.735448000000005,-90.477697 38.735507,-90.476227 38.735728,-90.474649 38.735966000000005,-90.474495 38.735989000000004,-90.472931 38.736224,-90.470905 38.736516,-90.470726 38.736539,-90.470607 38.736554,-90.470237 38.736597,-90.469295 38.73665,-90.469161 38.736648,-90.468743 38.736655,-90.467866 38.736648,-90.467251 38.736643,-90.467125 38.736643,-90.466637 38.736639,-90.466523 38.736641,-90.465977 38.736658,-90.465668 38.73666,-90.464376 38.736667,-90.463603 38.736667,-90.463527 38.736667,-90.463329 38.736670000000004,-90.463 38.736675000000005,-90.462764 38.736678999999995,-90.462674 38.736681000000004,-90.462135 38.736689,-90.461682 38.736694,-90.461524 38.736697,-90.459734 38.736722,-90.459482 38.736726000000004,-90.459229 38.736733,-90.459188 38.736734999999996,-90.45893 38.73674,-90.458838 38.736742,-90.458699 38.736745,-90.458528 38.736746,-90.458454 38.736745,-90.458393 38.736747,-90.458234 38.736713,-90.458141 38.736706999999996,-90.458277 38.736146000000005,-90.458235 38.736655999999996,-90.458233 38.736751,-90.458207 38.73713,-90.458104 38.738568,-90.458032 38.739473000000004,-90.457934 38.740528,-90.457533 38.742717999999996,-90.457467 38.743006,-90.457418 38.743224999999995,-90.457335 38.74356,-90.457049 38.744772,-90.456475 38.74767,-90.45644 38.750659,-90.456441 38.751081,-90.456431 38.751616999999996,-90.456578 38.755109000000004,-90.4566 38.755685,-90.456612 38.755926,-90.456618 38.756078,-90.456703 38.756684,-90.45671 38.757090000000005,-90.456707 38.757905,-90.456701 38.758736999999996,-90.456699 38.759254999999996,-90.456642 38.763872,-90.45665 38.764858000000004,-90.456652 38.765061,-90.456651 38.765388,-90.456653 38.765741,-90.456654 38.765799,-90.456653 38.767297,-90.456642 38.767804,-90.456298 38.771682999999996,-90.456291 38.772851,-90.45629 38.774688999999995,-90.456286 38.775172,-90.456288 38.775256,-90.456307 38.778124,-90.456252 38.779054,-90.456259 38.779273,-90.456266 38.779493,-90.456272 38.779703,-90.456277 38.779855,-90.456281 38.779986,-90.455996 38.780091999999996,-90.455372 38.780371,-90.455329 38.78039,-90.453346 38.78124,-90.453225 38.781292,-90.451785 38.781912,-90.451389 38.782088,-90.451188 38.782168999999996,-90.450591 38.782419000000004,-90.44692 38.783977,-90.4467 38.783999,-90.44571 38.784056,-90.44503 38.784048999999996,-90.44486 38.784044,-90.443619 38.783924,-90.441035 38.783407,-90.439757 38.783128000000005,-90.438425 38.782834,-90.435853 38.782399,-90.433833 38.782489999999996,-90.433251 38.782607,-90.426835 38.786062,-90.426123 38.786358,-90.425651 38.786553999999995,-90.424983 38.786834999999996,-90.424906 38.786874999999995,-90.42423 38.787214,-90.42404 38.787317,-90.424005 38.787335999999996,-90.42379 38.787459999999996,-90.423591 38.787581,-90.422973 38.787958,-90.421218 38.789052,-90.420701 38.789390999999995,-90.419292 38.79011,-90.418984 38.790226000000004,-90.418222 38.790473,-90.417102 38.790739,-90.416151 38.790977999999996,-90.41542 38.791157999999996,-90.415126 38.791229,-90.413602 38.791606,-90.412103 38.79197,-90.410067 38.792463999999995,-90.409924 38.792499,-90.405932 38.794233,-90.405833 38.794309999999996,-90.404792 38.795255,-90.404298 38.795836,-90.404048 38.796182,-90.403752 38.796649,-90.403677 38.796782,-90.402954 38.798471,-90.402355 38.799992,-90.402011 38.800722,-90.400743 38.803290000000004,-90.400442 38.803897,-90.399719 38.805206999999996,-90.399654 38.805339000000004,-90.399554 38.805533,-90.399445 38.805743,-90.399397 38.805857,-90.399357 38.805946,-90.399107 38.806494,-90.398701 38.807814,-90.398733 38.811177,-90.398911 38.811986000000005,-90.398996 38.812274,-90.399049 38.812435,-90.399196 38.812895999999995,-90.399255 38.813092,-90.399376 38.813473,-90.400466 38.816945000000004,-90.400652 38.817521,-90.40069 38.817657,-90.400754 38.81785,-90.400805 38.818021,-90.400858 38.818175,-90.401009 38.818634,-90.401836 38.820797999999996,-90.402365 38.822159,-90.402393 38.82226,-90.402454 38.822484,-90.402515 38.822706,-90.402557 38.822857,-90.402579 38.822938,-90.402228 38.823478,-90.402122 38.823499,-90.402336 38.823533,-90.402827 38.823791,-90.402881 38.823999,-90.402945 38.824253999999996,-90.402998 38.824434,-90.403126 38.824666,-90.405983 38.829186,-90.406318 38.829595999999995,-90.406401 38.829712,-90.406974 38.830391,-90.411357 38.833354,-90.412296 38.833785,-90.412988 38.834092999999996,-90.413411 38.834286,-90.413863 38.834488
46	47	-1	0	0	0	0	-90.554269 38.728255000000004,-90.554269 38.728751
46	48	-1	0	0	0	0	-90.554269 38.728255000000004,-90.55561 38.728256
46	108	-1	0	0	0	0	-90.554269 38.728255000000004,-90.554279 38.727008999999995
282	202	-1	0	0	0	0	-90.542937 38.727841,-90.542652 38.727841
170	31	-1	0	0	0	0	-90.566846 38.721372,-90.567031 38.721303
170	199	-1	0	0	0	0	-90.566846 38.721372,-90.566427 38.721531
275	270	-1	0	0	0	0	-90.54914 38.725074,-90.549049 38.725210000000004
275	182	-1	0	0	0	0	-90.54914 38.725074,-90.549162 38.725,-90.54917 38.724886999999995
161	162	-1	0	0	0	0	-90.551384 38.724312,-90.550809 38.724343000000005,-90.55034 38.724356,-90.549795 38.724368999999996,-90.549483 38.724374,-90.549152 38.724377000000004
193	107	-1	0	0	0	0	-90.566718 38.741785,-90.566733 38.741742,-90.566924 38.74116,-90.567046 38.740715,-90.56712 38.740426,-90.567243 38.739821,-90.567302 38.739455
214	35	-1	0	0	0	0	-90.563562 38.724203,-90.562852 38.724438
41	107	-1	0	0	0	0	-90.567484 38.737598,-90.567481 38.737858,-90.567459 38.738244,-90.567437 38.738423999999995,-90.567355 38.739045000000004,-90.567302 38.739455
41	212	-1	0	0	0	0	-90.567484 38.737598,-90.567484 38.737411
242	153	-1	0	0	0	0	-90.553083 38.746244000000004,-90.553084 38.745971999999995,-90.55314 38.745487,-90.553296 38.744907
168	31	-1	0	0	0	0	-90.567212 38.721227999999996,-90.567031 38.721303
168	197	-1	0	0	0	0	-90.567212 38.721227999999996,-90.567309 38.721193
175	258	-1	0	0	0	0	-90.567486 38.736282,-90.567484 38.736586,-90.567484 38.736736
175	194	-1	0	0	0	0	-90.567486 38.736282,-90.567487 38.736184,-90.567489 38.735932,-90.567487 38.73561
176	117	-1	0	0	0	0	-90.567358 38.731134999999995,-90.565833 38.731213
176	227	-1	0	0	0	0	-90.567358 38.731134999999995,-90.567367 38.73003
93	51	-1	0	0	0	0	-90.536463 38.735126,-90.538253 38.735146
169	197	-1	0	0	0	0	-90.567455 38.721136,-90.567309 38.721193
105	256	-1	0	0	0	0	-90.565753 38.725806,-90.565756 38.726014
228	185	-1	0	0	0	0	-90.542658 38.726399,-90.542787 38.726386000000005
228	202	-1	0	0	0	0	-90.542658 38.726399,-90.542652 38.727841
228	283	-1	0	0	0	0	-90.542658 38.726399,-90.541858 38.726405,-90.541738 38.726394
190	17	-1	0	0	0	0	-90.564209 38.722368,-90.563662 38.722572
160	276	-1	0	0	0	0	-90.553651 38.724229,-90.55328 38.724241,-90.552756 38.724261,-90.552671 38.724265
135	119	-1	0	0	0	0	-90.558537 38.725667,-90.559908 38.725473
133	286	-1	0	0	0	0	-90.565706 38.744072,-90.565327 38.744642,-90.564757 38.745463
133	200	-1	0	0	0	0	-90.565706 38.744072,-90.56593 38.743676
196	155	-1	0	0	0	0	-90.556167 38.724222,-90.555331 38.724216
199	170	-1	0	0	0	0	-90.566427 38.721531,-90.566846 38.721372
199	267	-1	0	0	0	0	-90.566427 38.721531,-90.566197 38.721619000000004
39	9	-1	0	0	0	0	-90.54393 38.741954,-90.54419 38.741952
39	192	-1	0	0	0	0	-90.54393 38.741954,-90.543944 38.742622999999995
164	165	-1	0	0	0	0	-90.547382 38.724402999999995,-90.546569 38.724413999999996,-90.546143 38.724413999999996,-90.545693 38.724422000000004,-90.54516 38.724424
156	209	-1	0	0	0	0	-90.541545 38.724419,-90.541456 38.723962,-90.5414 38.723758000000004,-90.541306 38.723582,-90.541209 38.723441,-90.541116 38.723353,-90.541024 38.723281,-90.540954 38.723231999999996
156	245	-1	0	0	0	0	-90.541545 38.724419,-90.541392 38.724430999999996
156	157	-1	0	0	0	0	-90.541545 38.724419,-90.541719 38.724409,-90.54197 38.724401,-90.542372 38.724393
48	49	-1	0	0	0	0	-90.55561 38.728256,-90.557039 38.728246
13	18	-1	0	0	0	0	-90.561286 38.723469,-90.561057 38.723558
13	14	-1	0	0	0	0	-90.561286 38.723469,-90.561356 38.723443
56	24	-1	0	0	0	0	-90.549349 38.749128999999996,-90.549089 38.749134
56	54	-1	0	0	0	0	-90.549349 38.749128999999996,-90.549371 38.749853
23	50	-1	0	0	0	0	-90.558243 38.72824,-90.558503 38.728239
229	284	-1	0	0	0	0	-90.539319 38.722819,-90.539272 38.722912
17	171	-1	0	0	0	0	-90.563662 38.722572,-90.56339 38.722674,-90.562556 38.722989
17	190	-1	0	0	0	0	-90.563662 38.722572,-90.564209 38.722368
102	249	-1	0	0	0	0	-90.565925 38.734094,-90.566596 38.734086000000005
106	200	-1	0	0	0	0	-90.566651 38.742186000000004,-90.566423 38.742711,-90.566187 38.743202,-90.56593 38.743676
109	99	-1	0	0	0	0	-90.549827 38.728831,-90.551278 38.728826
8	131	-1	0	0	0	0	-90.558693 38.737379000000004,-90.558698 38.737631
184	205	-1	0	0	0	0	-90.537686 38.732546,-90.538028 38.732715
51	93	-1	0	0	0	0	-90.538253 38.735146,-90.536463 38.735126
179	236	-1	0	0	0	0	-90.567481 38.734375,-90.567484 38.734929
179	266	-1	0	0	0	0	-90.567481 38.734375,-90.567482 38.734259
130	115	-1	0	0	0	0	-90.562991 38.732442,-90.562912 38.731222
194	175	-1	0	0	0	0	-90.567487 38.73561,-90.567489 38.735932,-90.567487 38.736184,-90.567486 38.736282
194	234	-1	0	0	0	0	-90.567487 38.73561,-90.567486 38.735361
221	156	-1	0	0	0	0	-90.541483 38.72467,-90.541553 38.72456,-90.541545 38.724419
221	207	-1	0	0	0	0	-90.541483 38.72467,-90.541474 38.724719,-90.541448 38.724786,-90.541421 38.724839,-90.541337 38.724992,-90.541256 38.725148000000004
155	159	-1	0	0	0	0	-90.555331 38.724216,-90.554223 38.724225000000004
154	196	-1	0	0	0	0	-90.556411 38.724224,-90.556167 38.724222
252	218	-1	0	0	0	0	-90.568197 38.721929,-90.568203 38.721798,-90.568204 38.721723
157	156	-1	0	0	0	0	-90.542372 38.724393,-90.54197 38.724401,-90.541719 38.724409,-90.541545 38.724419
157	158	-1	0	0	0	0	-90.542372 38.724393,-90.542773 38.724391
166	154	-1	0	0	0	0	-90.558159 38.724185,-90.557761 38.724203,-90.557331 38.724216,-90.556411 38.724224
85	151	-1	0	0	0	0	-90.544243 38.744730000000004,-90.544049 38.744734,-90.54402 38.744730000000004,-90.543999 38.744713000000004,-90.543984 38.744693999999996,-90.543979 38.744667,-90.543981 38.744381000000004
124	140	-1	0	0	0	0	-90.555754 38.734974,-90.557203 38.734976
197	169	-1	0	0	0	0	-90.567309 38.721193,-90.567455 38.721136
197	168	-1	0	0	0	0	-90.567309 38.721193,-90.567212 38.721227999999996
103	26	-1	0	0	0	0	-90.558546 38.727011000000005,-90.558286 38.727011000000005
103	50	-1	0	0	0	0	-90.558546 38.727011000000005,-90.558503 38.728239
10	108	-1	0	0	0	0	-90.554539 38.727008999999995,-90.554279 38.727008999999995
253	158	-1	0	0	0	0	-90.542779 38.725211,-90.542773 38.724391
24	56	-1	0	0	0	0	-90.549089 38.749134,-90.549349 38.749128999999996
145	246	-1	0	0	0	0	-90.557254 38.737638000000004,-90.557004 38.737635999999995
15	166	-1	0	0	0	0	-90.559212 38.724058,-90.558849 38.724112000000005,-90.558553 38.724149,-90.558159 38.724185
131	8	-1	0	0	0	0	-90.558698 38.737631,-90.558693 38.737379000000004
131	145	-1	0	0	0	0	-90.558698 38.737631,-90.557254 38.737638000000004
28	132	-1	0	0	0	0	-90.563047 38.737117999999995,-90.56305 38.737545
5	97	-1	0	0	0	0	-90.549927 38.737432,-90.54993 38.737646
107	41	-1	0	0	0	0	-90.567302 38.739455,-90.567355 38.739045000000004,-90.567437 38.738423999999995,-90.567459 38.738244,-90.567481 38.737858,-90.567484 38.737598
203	218	-1	0	0	0	0	-90.568206 38.721519,-90.568204 38.721723
203	216	-1	0	0	0	0	-90.568206 38.721519,-90.568207 38.721422000000004
22	47	-1	0	0	0	0	-90.554009 38.728761,-90.554269 38.728751
200	106	-1	0	0	0	0	-90.56593 38.743676,-90.566187 38.743202,-90.566423 38.742711,-90.566651 38.742186000000004
200	133	-1	0	0	0	0	-90.56593 38.743676,-90.565706 38.744072
233	18	-1	0	0	0	0	-90.560972 38.72359,-90.561057 38.723558
233	15	-1	0	0	0	0	-90.560972 38.72359,-90.560881 38.723622,-90.560802 38.723649,-90.560304 38.723803000000004,-90.560195 38.723837,-90.559999 38.723889,-90.559795 38.723940999999996,-90.55959 38.723986,-90.559222 38.724057,-90.559212 38.724058
265	171	-1	0	0	0	0	-90.562769 38.72344,-90.56273 38.723341000000005,-90.562654 38.723182,-90.562609 38.723092,-90.562556 38.722989
265	285	-1	0	0	0	0	-90.562769 38.72344,-90.562778 38.723465000000004,-90.562807 38.723565,-90.56282 38.723661,-90.562836 38.723805999999996
90	141	-1	0	0	0	0	-90.542757 38.735211,-90.542506 38.735192999999995,-90.542139 38.735177,-90.541772 38.735177
90	143	-1	0	0	0	0	-90.542757 38.735211,-90.542879 38.735222,-90.543121 38.735256,-90.544039 38.735472
251	70	-1	0	0	0	0	-90.548495 38.746296,-90.548459 38.744709
251	57	-1	0	0	0	0	-90.548495 38.746296,-90.548497 38.746384
283	228	-1	0	0	0	0	-90.541738 38.726394,-90.541858 38.726405,-90.542658 38.726399
283	187	-1	0	0	0	0	-90.541738 38.726394,-90.540804 38.726034999999996
182	162	-1	0	0	0	0	-90.54917 38.724886999999995,-90.549167 38.724759,-90.549159 38.724548,-90.549152 38.724377000000004
182	275	-1	0	0	0	0	-90.54917 38.724886999999995,-90.549162 38.725,-90.54914 38.725074
111	109	-1	0	0	0	0	-90.548395 38.728842,-90.548422 38.728829000000005,-90.548452 38.728829000000005,-90.549827 38.728831
1	112	-1	0	0	0	0	-90.554291 38.737386,-90.554293 38.737518,-90.554281 38.737573
31	170	-1	0	0	0	0	-90.567031 38.721303,-90.566846 38.721372
31	168	-1	0	0	0	0	-90.567031 38.721303,-90.567212 38.721227999999996
47	46	-1	0	0	0	0	-90.554269 38.728751,-90.554269 38.728255000000004
132	28	-1	0	0	0	0	-90.56305 38.737545,-90.563047 38.737117999999995
113	44	-1	0	0	0	0	-90.559992 38.731232,-90.558548 38.73119
34	270	-1	0	0	0	0	-90.548972 38.725325,-90.549049 38.725210000000004
287	245	-1	0	0	0	0	-90.453251 38.613293999999996,-90.451767 38.612762000000004,-90.451636 38.612773000000004,-90.45146 38.612815999999995,-90.450718 38.613096,-90.450464 38.613192,-90.449457 38.616066000000004,-90.449474 38.617754000000005,-90.449424 38.619487,-90.448442 38.619485,-90.447724 38.619485999999995,-90.446295 38.619482000000005,-90.445954 38.619481,-90.445853 38.619479,-90.445373 38.619474,-90.445025 38.61947,-90.444731 38.619466,-90.444458 38.619462999999996,-90.444276 38.619461,-90.44414 38.619460000000004,-90.443225 38.619451999999995,-90.442806 38.619447,-90.442494 38.619448,-90.442233 38.619456,-90.442029 38.619506,-90.44186 38.619102,-90.441618 38.618579,-90.441455 38.618263,-90.441213 38.617857,-90.439914 38.616067,-90.439861 38.616001,-90.438115 38.613665,-90.437837 38.613749999999996,-90.437516 38.613884,-90.437265 38.613993,-90.437175 38.614146000000005,-90.438544 38.615789,-90.439205 38.616595000000004,-90.439322 38.616741000000005,-90.439857 38.617428000000004,-90.440578 38.618556,-90.441262 38.619937,-90.441283 38.619995,-90.441564 38.620881,-90.442182 38.62265,-90.44265 38.62483,-90.442994 38.626577999999995,-90.443021 38.626718,-90.44305 38.626856000000004,-90.443058 38.626906000000005,-90.443083 38.627002000000005,-90.443214 38.627668,-90.443782 38.630474,-90.44383 38.63071,-90.443897 38.631044,-90.44437 38.633365,-90.445051 38.636713,-90.445102 38.636973999999995,-90.445237 38.637663,-90.445703 38.640097,-90.446327 38.643181999999996,-90.446475 38.643834999999996,-90.446573 38.644282000000004,-90.446612 38.644461,-90.446662 38.644693000000004,-90.446952 38.646108,-90.447057 38.646633,-90.4471 38.646861,-90.447371 38.648183,-90.447487 38.64886,-90.447557 38.649178,-90.447787 38.650163,-90.448163 38.651977,-90.44825 38.652378999999996,-90.449167 38.656931,-90.449179 38.656997000000004,-90.449192 38.657061999999996,-90.449206 38.657145,-90.449324 38.657779000000005,-90.449776 38.660041,-90.449821 38.660292,-90.44985 38.660457,-90.449923 38.660956,-90.450329 38.664228,-90.450488 38.665902,-90.450588 38.666889,-90.450618 38.667221,-90.450643 38.667465,-90.450827 38.669432,-90.450877 38.669925,-90.451225 38.673624000000004,-90.451502 38.676651,-90.451588 38.677576,-90.451625 38.677963,-90.451628 38.678011999999995,-90.451638 38.678106,-90.451663 38.678371999999996,-90.451671 38.678508,-90.451768 38.679421000000005,-90.451978 38.681607,-90.45216 38.683386999999996,-90.452407 38.685835999999995,-90.452535 38.686964,-90.452572 38.687287,-90.452886 38.689361000000005,-90.452956 38.689795000000004,-90.453134 38.690839,-90.453262 38.691469999999995,-90.453759 38.693919,-90.45402 38.695253,-90.454387 38.697043,-90.45454 38.697761,-90.454577 38.697938,-90.454611 38.698099,-90.454783 38.699042,-90.455694 38.703683,-90.455785 38.704454,-90.455804 38.704687,-90.455839 38.705034999999995,-90.455931 38.706023,-90.455965 38.706422,-90.455994 38.706727,-90.456035 38.707132,-90.456041 38.707201,-90.456043 38.707259,-90.456072 38.707544999999996,-90.456078 38.707601,-90.456091 38.707739000000004,-90.456109 38.707919000000004,-90.456239 38.709609,-90.456478 38.711996,-90.456844 38.715936,-90.456854 38.716060999999996,-90.457108 38.718906000000004,-90.4572 38.720141,-90.457314 38.721392,-90.45733 38.721593999999996,-90.457713 38.725879,-90.457758 38.726382,-90.457792 38.726759,-90.457829 38.727306,-90.457774 38.729783,-90.457817 38.730252,-90.457986 38.732088000000005,-90.458073 38.733025999999995,-90.458124 38.733552,-90.458231 38.734672,-90.458259 38.734966,-90.458277 38.736146000000005,-90.458235 38.736655999999996,-90.458233 38.736751,-90.458207 38.73713,-90.458144 38.737294,-90.458101 38.737464,-90.457947 38.737614,-90.457572 38.736757999999995,-90.458094 38.736756,-90.458233 38.736751,-90.458393 38.736747,-90.458454 38.736745,-90.458528 38.736746,-90.458699 38.736745,-90.458838 38.736742,-90.45893 38.73674,-90.459188 38.736734999999996,-90.459229 38.736733,-90.459482 38.736726000000004,-90.459734 38.736722,-90.461524 38.736697,-90.461682 38.736694,-90.462135 38.736689,-90.462674 38.736681000000004,-90.462764 38.736678999999995,-90.463 38.736675000000005,-90.463329 38.736670000000004,-90.463527 38.736667,-90.463603 38.736667,-90.464376 38.736667,-90.465668 38.73666,-90.465977 38.736658,-90.466523 38.736641,-90.466637 38.736639,-90.467125 38.736643,-90.467251 38.736643,-90.467866 38.736648,-90.468743 38.736655,-90.469161 38.736648,-90.469295 38.73665,-90.470237 38.736597,-90.470607 38.736554,-90.470726 38.736539,-90.470905 38.736516,-90.472931 38.736224,-90.474495 38.735989000000004,-90.474649 38.735966000000005,-90.476227 38.735728,-90.477697 38.735507,-90.478096 38.735448000000005,-90.478829 38.735338,-90.480507 38.735085999999995,-90.480693 38.735056,-90.48132 38.73496,-90.48173 38.734893,-90.482308 38.734789,-90.488062 38.733598,-90.489727 38.73323,-90.490417 38.733083,-90.490928 38.732969,-90.493952 38.732301,-90.494556 38.732183,-90.497064 38.731774,-90.49798 38.731637,-90.498851 38.731516,-90.499809 38.731370999999996,-90.500182 38.731314,-90.501325 38.731103000000004,-90.502062 38.730998,-90.50218 38.730982,-90.503111 38.730852999999996,-90.50408 38.730728,-90.504432 38.730681000000004,-90.505359 38.730568000000005,-90.505723 38.730529000000004,-90.507567 38.730288,-90.508567 38.730074,-90.508793 38.729971,-90.509734 38.729839,-90.510358 38.729747,-90.511442 38.729585,-90.511688 38.729566,-90.512221 38.72949,-90.513874 38.729212000000004,-90.514459 38.729108,-90.515225 38.72896,-90.516376 38.728722000000005,-90.516839 38.728627,-90.517746 38.72844,-90.518135 38.728361,-90.518757 38.728241,-90.519542 38.728091,-90.520715 38.727866,-90.521198 38.727793,-90.521409 38.727745,-90.522531 38.727515,-90.522931 38.727438,-90.524412 38.727141,-90.526036 38.726848000000004,-90.527365 38.726607,-90.530303 38.726144000000005,-90.53094 38.726046,-90.533656 38.725623,-90.533806 38.7256,-90.535802 38.725291,-90.538141 38.724924,-90.539946 38.724642,-90.541392 38.724430999999996
