ClusteringMethod	ComputationTime	K_LB	K	CCI	NHO	ATD	DMT
METIS_MODIFIED	3.222	2	2	1.05263	17.1228	490.809	34064.5
Starting Node	Ending Node	Cluster	Required	Is Edge	Weight	Volume	Shape
35	128	1	1	0	108	270	-90.396998 38.602554999999995,-90.397736 38.601815,-90.398468 38.601082000000005
41	270	1	1	0	54	135	-90.384653 38.602056000000005,-90.384505 38.602224
41	273	1	1	0	108	270	-90.384653 38.602056000000005,-90.38476 38.601941,-90.384868 38.601786000000004,-90.385031 38.601445999999996,-90.385174 38.601172,-90.385327 38.600902000000005,-90.385502 38.600651,-90.385616 38.600480000000005
252	251	0	1	0	72	180	-90.396628 38.61309,-90.397423 38.612877999999995
252	345	0	1	0	288	720	-90.396628 38.61309,-90.396559 38.612939999999995,-90.396468 38.612777,-90.39622 38.612408,-90.395048 38.610563
132	228	0	1	0	18	45	-90.389987 38.609064000000004,-90.390537 38.609455,-90.390626 38.609518
248	246	0	1	0	72	180	-90.393182 38.612076,-90.393086 38.611926,-90.392714 38.61134
161	159	1	1	0	90	225	-90.388572 38.602148,-90.388704 38.602153,-90.388893 38.602179,-90.389077 38.602237,-90.389282 38.602343000000005,-90.389655 38.602551
161	160	1	1	0	36	90	-90.388572 38.602148,-90.388583 38.601703
161	286	1	1	0	162	405	-90.388572 38.602148,-90.388362 38.602193,-90.388163 38.602277,-90.387989 38.602368999999996,-90.387897 38.602453,-90.387788 38.602584,-90.387664 38.602829,-90.387589 38.602993,-90.387534 38.603134,-90.387534 38.6032,-90.38758 38.603271
256	218	0	1	0	72	180	-90.394345 38.613903,-90.394254 38.613753,-90.394024 38.613395,-90.394011 38.613374
124	40	1	1	0	126	315	-90.385463 38.609871,-90.38463 38.610609
124	121	1	1	0	90	225	-90.385463 38.609871,-90.384829 38.609322
115	114	1	1	0	72	180	-90.382133 38.609629999999996,-90.382137 38.609668,-90.382152 38.609702,-90.38246 38.609969
78	501	1	1	0	18	45	-90.383483 38.605573,-90.383235 38.605311,-90.38315 38.605236000000005,-90.383086 38.605169000000004,-90.383019 38.605115,-90.382866 38.604980999999995,-90.382697 38.604841
72	379	1	1	0	36	90	-90.395311 38.604184000000004,-90.395534 38.604012999999995,-90.395716 38.60385
79	52	1	1	0	18	45	-90.378995 38.601825000000005,-90.379084 38.601782
116	115	1	1	0	126	315	-90.382658 38.609089999999995,-90.382231 38.609465,-90.382171 38.609518,-90.382148 38.609544,-90.382136 38.609573999999995,-90.382133 38.609629999999996
116	119	1	1	0	90	225	-90.382658 38.609089999999995,-90.383279 38.609576000000004
116	117	1	1	0	126	315	-90.382658 38.609089999999995,-90.382958 38.608801,-90.383491 38.608323,-90.383535 38.608306,-90.383593 38.608306999999996
98	99	1	1	0	18	45	-90.385354 38.604759,-90.385452 38.604749,-90.385572 38.604744,-90.385682 38.604738999999995,-90.385835 38.604755
86	84	1	1	0	108	270	-90.380988 38.603224,-90.381244 38.603370999999996,-90.381554 38.603544,-90.381632 38.603584999999995,-90.381709 38.603614,-90.381773 38.603621000000004,-90.381833 38.603608
86	85	1	1	0	72	180	-90.380988 38.603224,-90.380828 38.603127,-90.380574 38.602965999999995,-90.380356 38.602815,-90.380249 38.602727,-90.380171 38.602652,-90.380105 38.602575,-90.380061 38.602507,-90.380027 38.602429
86	87	1	1	0	90	225	-90.380988 38.603224,-90.381062 38.603104,-90.381129 38.602987999999996,-90.381194 38.602837,-90.381222 38.602749,-90.381252 38.60262,-90.381262 38.602534,-90.381269 38.602441,-90.381254 38.60235
376	108	1	1	0	36	90	-90.389214 38.607918999999995,-90.389201 38.607741000000004,-90.389188 38.607601,-90.389177 38.607453,-90.389155 38.60727,-90.38912 38.607085999999995
181	216	0	1	0	126	315	-90.391517 38.613392000000005,-90.391507 38.613422,-90.391504 38.613454000000004,-90.39151 38.613485,-90.391524 38.613513,-90.391733 38.613764,-90.391848 38.613907999999995,-90.391893 38.61395,-90.391931 38.613966000000005
223	222	0	1	0	72	180	-90.392087 38.611638,-90.39241 38.612144,-90.392487 38.612273
223	224	0	1	0	198	495	-90.392087 38.611638,-90.391983 38.611475,-90.391758 38.611187,-90.391581 38.610974,-90.39147 38.610852,-90.391336 38.610716,-90.39104 38.610448000000005,-90.390973 38.610392000000004,-90.390929 38.610366,-90.390897 38.610355999999996,-90.390863 38.610354
140	39	1	1	0	36	90	-90.393162 38.602625,-90.393485 38.602835,-90.393672 38.602993
140	206	1	1	0	54	135	-90.393162 38.602625,-90.393054 38.602736,-90.392986 38.602852,-90.392932 38.602946,-90.392899 38.603062,-90.392852 38.60322,-90.392837 38.603317000000004
442	105	1	1	0	18	45	-90.389089 38.607021,-90.388993 38.606875,-90.388916 38.606775,-90.388737 38.606601999999995,-90.388421 38.606342,-90.388254 38.606221000000005
229	298	0	1	0	18	45	-90.397797 38.612777,-90.398206 38.612676
203	198	1	1	0	36	90	-90.39255 38.604186,-90.392289 38.604045
203	202	1	1	0	72	180	-90.39255 38.604186,-90.392471 38.60434,-90.392155 38.604684,-90.391894 38.604948,-90.3918 38.605061,-90.391754 38.605086,-90.391736 38.605086
203	205	1	1	0	18	45	-90.39255 38.604186,-90.392635 38.604061,-90.392746 38.603815,-90.392787 38.603677000000005
340	100	1	1	0	18	45	-90.386833 38.605083,-90.386717 38.605006,-90.38648 38.604844,-90.386346 38.604782,-90.38626 38.60474,-90.386145 38.604701,-90.386001 38.604659999999996,-90.385857 38.604631
379	180	1	1	0	36	90	-90.395716 38.60385,-90.395888 38.603702,-90.396328 38.603252999999995
437	416	1	1	0	162	405	-90.383983 38.604703,-90.383946 38.60471,-90.383914 38.604724000000004,-90.383852 38.604763,-90.383736 38.604842000000005,-90.383685 38.604872,-90.383659 38.604879,-90.383627 38.604886,-90.383592 38.604888,-90.383543 38.604879,-90.383484 38.604865000000004,-90.383407 38.604819,-90.382733 38.604297,-90.382696 38.60426,-90.382661 38.604229000000004,-90.382631 38.604197,-90.382602 38.604147999999995,-90.382597 38.604116000000005,-90.382599 38.604065,-90.38261 38.604016,-90.382771 38.603635
423	81	1	1	0	36	90	-90.383239 38.601967,-90.383254 38.601948,-90.383259 38.601897,-90.383232 38.601841,-90.382985 38.601488,-90.382165 38.600351,-90.382057 38.600212,-90.382014 38.600175,-90.381945 38.600142000000005
289	375	0	1	0	18	45	-90.396986 38.609308999999996,-90.396835 38.609069000000005
357	298	0	1	0	306	765	-90.396454 38.609885,-90.397227 38.611119,-90.397846 38.612083,-90.398206 38.612676
357	288	0	1	0	18	45	-90.396454 38.609885,-90.39629 38.609624
117	116	1	1	0	180	450	-90.383593 38.608306999999996,-90.383535 38.608306,-90.383491 38.608323,-90.382958 38.608801,-90.382658 38.609089999999995
127	269	0	1	0	54	135	-90.401151 38.609691,-90.401352 38.609753,-90.401423 38.609778,-90.401456 38.609812000000005,-90.401481 38.60984,-90.401502 38.609882999999996,-90.401513 38.60992,-90.40153 38.609964000000005,-90.40159 38.610178000000005,-90.401608 38.610273
83	423	1	1	0	90	225	-90.382332 38.602326000000005,-90.382594 38.602295999999996,-90.382766 38.602239999999995,-90.3829 38.602194,-90.383087 38.602068,-90.383222 38.601989,-90.383239 38.601967
83	84	1	1	0	108	270	-90.382332 38.602326000000005,-90.382342 38.602402999999995,-90.382336 38.602478000000005,-90.382329 38.602552,-90.382314 38.602631,-90.382165 38.603012,-90.381968 38.603460999999996,-90.381952 38.603503,-90.381922 38.603542000000004,-90.381883 38.603584999999995,-90.381833 38.603608
434	424	1	1	0	36	90	-90.385925 38.608244,-90.386224 38.608652,-90.386444 38.609,-90.38649 38.609083
47	151	1	1	0	54	135	-90.385887 38.602355,-90.385827 38.602452,-90.38581 38.602495000000005,-90.385808 38.602509999999995,-90.385811 38.602526,-90.385818 38.602542,-90.385826 38.602557000000004
47	155	1	1	0	144	360	-90.385887 38.602355,-90.385958 38.602216999999996,-90.385977 38.60217,-90.386008 38.602107000000004,-90.386037 38.60204,-90.386089 38.60192,-90.386113 38.601858,-90.386156 38.601771,-90.386209 38.601670999999996,-90.386281 38.601534,-90.386315 38.601473,-90.386386 38.601364000000004,-90.38643 38.601302000000004,-90.386501 38.601211,-90.386545 38.601157,-90.386597 38.601099000000005,-90.38664 38.60105,-90.386693 38.601001,-90.38676 38.600930000000005,-90.386842 38.600856,-90.386957 38.600764,-90.387072 38.600668999999996,-90.387187 38.60059,-90.387297 38.60052,-90.38745 38.600437,-90.387651 38.600336999999996,-90.387776 38.600299,-90.387814 38.600291999999996,-90.387846 38.600291999999996,-90.387876 38.600291999999996
85	86	1	1	0	144	360	-90.380027 38.602429,-90.380061 38.602507,-90.380105 38.602575,-90.380171 38.602652,-90.380249 38.602727,-90.380356 38.602815,-90.380574 38.602965999999995,-90.380828 38.603127,-90.380988 38.603224
49	111	1	1	0	72	180	-90.384279 38.611511,-90.384342 38.611564,-90.384393 38.611604
49	114	1	1	0	270	675	-90.384279 38.611511,-90.38246 38.609969
208	141	1	1	0	54	135	-90.393938 38.60206,-90.393883 38.602059,-90.393829 38.602077,-90.393667 38.602182,-90.393458 38.602339
475	232	0	1	0	360	900	-90.396151 38.609404999999995,-90.395434 38.608274,-90.395143 38.607905,-90.394893 38.607614,-90.394611 38.607347000000004,-90.39422 38.607016,-90.393834 38.606706
475	288	0	1	0	18	45	-90.396151 38.609404999999995,-90.39629 38.609624
97	326	1	1	0	18	45	-90.385279 38.604624,-90.385067 38.604648,-90.384877 38.604695,-90.384638 38.604777999999996,-90.38443 38.604878,-90.384308 38.604952999999995
371	256	0	1	0	18	45	-90.394792 38.614613,-90.394671 38.614416,-90.394345 38.613903
123	125	1	1	0	162	405	-90.385182 38.611204,-90.385563 38.611003,-90.385979 38.610842000000005,-90.386203 38.610737,-90.386234 38.610723,-90.38626 38.610693999999995,-90.386273 38.610664,-90.386275 38.610637
48	221	0	1	0	144	360	-90.391542 38.613351,-90.391564 38.613333,-90.391604 38.613314,-90.391941 38.613224,-90.392766 38.613001,-90.392809 38.612976,-90.392834 38.612946
48	181	0	1	0	18	45	-90.391542 38.613351,-90.391533 38.613359,-90.391517 38.613392000000005
54	55	1	1	0	144	360	-90.382932 38.607697,-90.383367 38.607291000000004,-90.383545 38.607130999999995,-90.383622 38.607061,-90.383653 38.607008,-90.383659 38.606982,-90.383653 38.606942000000004,-90.383627 38.60691,-90.383584 38.606860999999995
84	83	1	1	0	162	405	-90.381833 38.603608,-90.381883 38.603584999999995,-90.381922 38.603542000000004,-90.381952 38.603503,-90.381968 38.603460999999996,-90.382165 38.603012,-90.382314 38.602631,-90.382329 38.602552,-90.382336 38.602478000000005,-90.382342 38.602402999999995,-90.382332 38.602326000000005
216	217	0	1	0	234	585	-90.391931 38.613966000000005,-90.39199 38.613973,-90.392071 38.613966000000005,-90.392312 38.6139,-90.392553 38.613825,-90.392736 38.613783999999995,-90.393351 38.613620999999995,-90.393527 38.613577,-90.393638 38.613537,-90.393743 38.613496999999995,-90.393863 38.613444
164	166	1	1	0	162	405	-90.389297 38.60033,-90.389314 38.600395,-90.389398 38.600632000000004,-90.389553 38.600864,-90.389791 38.601135,-90.390015 38.601329,-90.390268 38.601475,-90.390593 38.601622,-90.390917 38.601715,-90.391139 38.601749999999996,-90.391315 38.601768,-90.391658 38.601749999999996,-90.391915 38.601721
147	148	1	1	0	90	225	-90.392016 38.602548999999996,-90.391969 38.602625,-90.391921 38.602782000000005,-90.391908 38.602946,-90.391915 38.603091,-90.391948 38.60322,-90.391982 38.60333
416	393	1	1	0	270	675	-90.382771 38.603635,-90.382857 38.603656,-90.38291 38.603677000000005,-90.382964 38.6037,-90.382996 38.603719,-90.383565 38.604124999999996,-90.38361 38.604143,-90.383643 38.604157,-90.383683 38.60416,-90.383712 38.604147999999995,-90.383752 38.604136,-90.384348 38.603772,-90.384477 38.603685999999996,-90.384509 38.603659,-90.384522 38.603633,-90.384525 38.603595999999996,-90.38452 38.603547,-90.384488 38.603266000000005,-90.384466 38.603104,-90.384461 38.603046
416	437	1	1	0	198	495	-90.382771 38.603635,-90.38261 38.604016,-90.382599 38.604065,-90.382597 38.604116000000005,-90.382602 38.604147999999995,-90.382631 38.604197,-90.382661 38.604229000000004,-90.382696 38.60426,-90.382733 38.604297,-90.383407 38.604819,-90.383484 38.604865000000004,-90.383543 38.604879,-90.383592 38.604888,-90.383627 38.604886,-90.383659 38.604879,-90.383685 38.604872,-90.383736 38.604842000000005,-90.383852 38.604763,-90.383914 38.604724000000004,-90.383946 38.60471,-90.383983 38.604703
360	44	0	1	0	18	45	-90.394716 38.610040999999995,-90.394801 38.610175
360	383	0	1	0	252	630	-90.394716 38.610040999999995,-90.39434 38.609449,-90.394223 38.609259,-90.394104 38.609100999999995,-90.394049 38.609024000000005,-90.39395 38.608907,-90.393761 38.608694,-90.393576 38.608509999999995,-90.393353 38.608306,-90.393117 38.608136
125	123	1	1	0	144	360	-90.386275 38.610637,-90.386273 38.610664,-90.38626 38.610693999999995,-90.386234 38.610723,-90.386203 38.610737,-90.385979 38.610842000000005,-90.385563 38.611003,-90.385182 38.611204
302	120	1	1	0	54	135	-90.383601 38.60985,-90.383937 38.610136
139	39	1	1	0	54	135	-90.393822 38.603161,-90.393741 38.603051,-90.393672 38.602993
463	437	1	1	0	108	270	-90.384141 38.604744,-90.384104 38.604712,-90.384066 38.604703,-90.384026 38.604703,-90.383983 38.604703
389	252	0	1	0	18	45	-90.396482 38.613129,-90.396628 38.61309
476	253	0	1	0	252	630	-90.394351 38.610895,-90.395401 38.612539,-90.395757 38.613106,-90.395803 38.613197,-90.395846 38.613302000000004
476	244	0	1	0	18	45	-90.394351 38.610895,-90.394185 38.610634000000005
198	203	1	1	0	54	135	-90.392289 38.604045,-90.39255 38.604186
378	248	0	1	0	18	45	-90.393318 38.61229,-90.393182 38.612076
40	124	1	1	0	108	270	-90.38463 38.610609,-90.385463 38.609871
240	251	0	1	0	288	720	-90.395588 38.609967,-90.396115 38.610799,-90.397059 38.612252,-90.397264 38.612586,-90.397319 38.612669,-90.397368 38.612766,-90.397423 38.612877999999995
240	482	0	1	0	18	45	-90.395588 38.609967,-90.395438 38.60973
269	127	0	1	0	36	90	-90.401608 38.610273,-90.40159 38.610178000000005,-90.40153 38.609964000000005,-90.401513 38.60992,-90.401502 38.609882999999996,-90.401481 38.60984,-90.401456 38.609812000000005,-90.401423 38.609778,-90.401352 38.609753,-90.401151 38.609691
283	282	1	1	0	36	90	-90.388781 38.603806,-90.389256 38.604022
214	215	1	1	0	36	90	-90.390092 38.611301999999995,-90.390065 38.611281000000005,-90.390029 38.611267999999995,-90.389994 38.611272,-90.389962 38.611286,-90.389933 38.611309,-90.389915 38.611337,-90.389912 38.611371,-90.389919 38.611394000000004
245	238	0	1	0	234	585	-90.393486 38.610974,-90.393373 38.61079,-90.393137 38.610442,-90.392983 38.610253,-90.392747 38.609981000000005,-90.392507 38.609723,-90.391893 38.609166,-90.391839 38.609116,-90.391804 38.609081
118	117	1	1	0	108	270	-90.38416 38.608776,-90.383691 38.608356,-90.38363 38.608314,-90.383593 38.608306999999996
118	119	1	1	0	126	315	-90.38416 38.608776,-90.383279 38.609576000000004
87	86	1	1	0	54	135	-90.381254 38.60235,-90.381269 38.602441,-90.381262 38.602534,-90.381252 38.60262,-90.381222 38.602749,-90.381194 38.602837,-90.381129 38.602987999999996,-90.381062 38.603104,-90.380988 38.603224
87	88	1	1	0	90	225	-90.381254 38.60235,-90.38122 38.602281000000005,-90.381194 38.602233999999996,-90.381151 38.602158,-90.381105 38.602078,-90.38103 38.601974999999996,-90.380817 38.601718000000005
217	216	0	1	0	198	495	-90.393863 38.613444,-90.393743 38.613496999999995,-90.393638 38.613537,-90.393527 38.613577,-90.393351 38.613620999999995,-90.392736 38.613783999999995,-90.392553 38.613825,-90.392312 38.6139,-90.392071 38.613966000000005,-90.39199 38.613973,-90.391931 38.613966000000005
113	114	1	1	0	144	360	-90.381441 38.610852,-90.381474 38.610847,-90.381508 38.610835,-90.38198 38.610408,-90.38246 38.609969
282	287	1	1	0	108	270	-90.389256 38.604022,-90.389854 38.604282999999995
254	253	0	1	0	90	225	-90.395096 38.61344,-90.395162 38.613466,-90.395212 38.613468,-90.395255 38.613459,-90.39567 38.613354,-90.395846 38.613302000000004
270	41	1	1	0	54	135	-90.384505 38.602224,-90.384653 38.602056000000005
143	150	1	1	0	72	180	-90.391019 38.602944,-90.390722 38.603019,-90.390528 38.603094
204	51	1	1	0	54	135	-90.391438 38.604009000000005,-90.391365 38.604141,-90.391254 38.604333,-90.391033 38.604583000000005
204	148	1	1	0	72	180	-90.391438 38.604009000000005,-90.391476 38.603843999999995,-90.391557 38.603669,-90.391652 38.603558,-90.391773 38.603453,-90.391982 38.60333
119	118	1	1	0	144	360	-90.383279 38.609576000000004,-90.38416 38.608776
119	302	1	1	0	36	90	-90.383279 38.609576000000004,-90.383601 38.60985
159	161	1	1	0	54	135	-90.389655 38.602551,-90.389282 38.602343000000005,-90.389077 38.602237,-90.388893 38.602179,-90.388704 38.602153,-90.388572 38.602148
244	476	0	1	0	18	45	-90.394185 38.610634000000005,-90.394351 38.610895
367	346	1	1	0	18	45	-90.390114 38.606784000000005,-90.389915 38.606639
446	72	1	1	0	18	45	-90.393254 38.605888,-90.393608 38.605542,-90.393997 38.605182,-90.394182 38.605027,-90.394434 38.604818,-90.394646 38.604651000000004,-90.395019 38.604388,-90.395311 38.604184000000004
43	264	0	1	0	216	540	-90.40203 38.610938000000004,-90.403659 38.610522,-90.403738 38.61047
201	51	1	1	0	18	45	-90.390989 38.604670999999996,-90.390999 38.604635,-90.391033 38.604583000000005
201	202	1	1	0	126	315	-90.390989 38.604670999999996,-90.391004 38.604724000000004,-90.391023 38.604754,-90.391051 38.604776,-90.39167 38.605063,-90.391736 38.605086
286	161	1	1	0	108	270	-90.38758 38.603271,-90.387534 38.6032,-90.387534 38.603134,-90.387589 38.602993,-90.387664 38.602829,-90.387788 38.602584,-90.387897 38.602453,-90.387989 38.602368999999996,-90.388163 38.602277,-90.388362 38.602193,-90.388572 38.602148
286	285	1	1	0	90	225	-90.38758 38.603271,-90.388004 38.603452000000004,-90.388342 38.603603
111	49	1	1	0	18	45	-90.384393 38.611604,-90.384342 38.611564,-90.384279 38.611511
262	267	0	1	0	198	495	-90.403782 38.611276000000004,-90.402097 38.611708
148	147	1	1	0	90	225	-90.391982 38.60333,-90.391948 38.60322,-90.391915 38.603091,-90.391908 38.602946,-90.391921 38.602782000000005,-90.391969 38.602625,-90.392016 38.602548999999996
148	204	1	1	0	72	180	-90.391982 38.60333,-90.391773 38.603453,-90.391652 38.603558,-90.391557 38.603669,-90.391476 38.603843999999995,-90.391438 38.604009000000005
148	206	1	1	0	54	135	-90.391982 38.60333,-90.392124 38.60329,-90.392279 38.60326,-90.392474 38.603272000000004,-90.39269 38.60329,-90.392837 38.603317000000004
235	236	0	1	0	72	180	-90.392804 38.607910000000004,-90.392304 38.608517
235	383	0	1	0	18	45	-90.392804 38.607910000000004,-90.393117 38.608136
239	227	0	1	0	18	45	-90.391444 38.609935,-90.391079 38.609649000000005,-90.390945 38.609555
412	300	1	1	0	306	765	-90.384453 38.602946,-90.384434 38.602872000000005,-90.384412 38.602821,-90.384377 38.602777,-90.384337 38.602753,-90.384281 38.602726000000004,-90.383975 38.602587,-90.383914 38.602561,-90.383871 38.602548999999996,-90.383803 38.602548999999996,-90.383755 38.602563,-90.383712 38.602588999999995,-90.383669 38.602612,-90.383624 38.602644999999995,-90.383589 38.60267,-90.383562 38.602693,-90.38342 38.602788000000004,-90.383256 38.602914,-90.383165 38.602992,-90.383111 38.603049999999996
412	393	1	1	0	252	630	-90.384453 38.602946,-90.384461 38.603046
298	357	0	1	0	288	720	-90.398206 38.612676,-90.397846 38.612083,-90.397227 38.611119,-90.396454 38.609885
45	296	0	1	0	288	720	-90.399658 38.610709,-90.398333 38.608647000000005
45	294	0	1	0	18	45	-90.399658 38.610709,-90.399726 38.610815
212	211	1	1	0	36	90	-90.39 38.612192,-90.389987 38.612167,-90.389954 38.612145999999996,-90.389916 38.612134999999995,-90.389872 38.612139,-90.389841 38.612148000000005,-90.389816 38.61217,-90.389804 38.612196999999995,-90.389805 38.612231
212	213	1	1	0	108	270	-90.39 38.612192,-90.39041 38.612083,-90.391134 38.611883,-90.391167 38.611869,-90.391219 38.61183
211	212	1	1	0	18	45	-90.389805 38.612231,-90.389804 38.612196999999995,-90.389816 38.61217,-90.389841 38.612148000000005,-90.389872 38.612139,-90.389916 38.612134999999995,-90.389954 38.612145999999996,-90.389987 38.612167,-90.39 38.612192
155	47	1	1	0	108	270	-90.387876 38.600291999999996,-90.387846 38.600291999999996,-90.387814 38.600291999999996,-90.387776 38.600299,-90.387651 38.600336999999996,-90.38745 38.600437,-90.387297 38.60052,-90.387187 38.60059,-90.387072 38.600668999999996,-90.386957 38.600764,-90.386842 38.600856,-90.38676 38.600930000000005,-90.386693 38.601001,-90.38664 38.60105,-90.386597 38.601099000000005,-90.386545 38.601157,-90.386501 38.601211,-90.38643 38.601302000000004,-90.386386 38.601364000000004,-90.386315 38.601473,-90.386281 38.601534,-90.386209 38.601670999999996,-90.386156 38.601771,-90.386113 38.601858,-90.386089 38.60192,-90.386037 38.60204,-90.386008 38.602107000000004,-90.385977 38.60217,-90.385958 38.602216999999996,-90.385887 38.602355
52	79	1	1	0	18	45	-90.379084 38.601782,-90.378995 38.601825000000005
52	80	1	1	0	90	225	-90.379084 38.601782,-90.379155 38.601748,-90.379266 38.601708,-90.379401 38.601663,-90.379542 38.601618,-90.379647 38.601578,-90.379738 38.601527000000004,-90.379797 38.601476000000005,-90.379879 38.601405,-90.379938 38.601348,-90.380014 38.60128,-90.380082 38.601209,-90.380164 38.601118,-90.380245 38.601034999999996
